,Accuracy,Precision,Sensitivity o recall,Specificity,Sorensen-Dice coefficient,Jaccard index;;;;;;;;;;;;;;;;;;;;
Datos/Validacion/RoiImg\Mamo_01.jpg,0.87103271484375,0.9972846210812145,0.7944154950349032,0.9964590375020119,0.884364909976468,0.792700873148239;;;;;;;;;;;;;;;Accuracy;Precision;Sensitivity o recall;Specificity;Sorensen-Dice coefficient;Jaccard index
Datos/Validacion/RoiImg\Mamo_010.jpg,0.71099853515625,0.3604613905799423,0.7517540928833946,0.7018893286535733,0.48727666486193827,0.3221188260558339;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_01.jpg;0.87103271484375;0.9972846210812145;0.7944154950349032;0.9964590375020119;0.884364909976468;0.792700873148239
Datos/Validacion/RoiImg\Mamo_0100.jpg,0.86749267578125,0.23333333333333334,0.9865067466266867,0.8624419418464083,0.37740177803269287,0.23259102156238953;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_010.jpg;0.71099853515625;0.3604613905799423;0.7517540928833946;0.7018893286535733;0.48727666486193827;0.3221188260558339
Datos/Validacion/RoiImg\Mamo_0101.jpg,0.99493408203125,0.9183467741935484,0.9978094194961665,0.9947643979057592,0.9564304461942257,0.9164989939637826;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0100.jpg;0.86749267578125;0.23333333333333334;0.9865067466266867;0.8624419418464083;0.37740177803269287;0.23259102156238953
Datos/Validacion/RoiImg\Mamo_0102.jpg,0.99609375,0.9259259259259259,0.9917920656634747,0.9962946400051108,0.9577278731836195,0.9188846641318125;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0101.jpg;0.99493408203125;0.9183467741935484;0.9978094194961665;0.9947643979057592;0.9564304461942257;0.9164989939637826
Datos/Validacion/RoiImg\Mamo_0103.jpg,0.992431640625,0.9623893805309734,0.9916413373860182,0.9925828970331588,0.9767964071856288,0.9546452084857352;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0102.jpg;0.99609375;0.9259259259259259;0.9917920656634747;0.9962946400051108;0.9577278731836195;0.9188846641318125
Datos/Validacion/RoiImg\Mamo_0104.jpg,0.9901123046875,0.9514891003991404,0.9987109249113761,0.9881033054739854,0.9745283018867924,0.9503219871205152;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0103.jpg;0.992431640625;0.9623893805309734;0.9916413373860182;0.9925828970331588;0.9767964071856288;0.9546452084857352
Datos/Validacion/RoiImg\Mamo_0105.jpg,0.99285888671875,0.8859198355601233,0.9930875576036866,0.992846094354215,0.9364475828354155,0.8804902962206334;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0104.jpg;0.9901123046875;0.9514891003991404;0.9987109249113761;0.9881033054739854;0.9745283018867924;0.9503219871205152
Datos/Validacion/RoiImg\Mamo_0106.jpg,0.99615478515625,0.8406169665809768,0.9969512195121951,0.9961385151968112,0.9121338912133892,0.8384615384615385;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0105.jpg;0.99285888671875;0.8859198355601233;0.9930875576036866;0.992846094354215;0.9364475828354155;0.8804902962206334
Datos/Validacion/RoiImg\Mamo_0107.jpg,0.99658203125,0.9626297577854671,0.9985642498205313,0.996397838703222,0.9802677942212826,0.9612992398064962;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0106.jpg;0.99615478515625;0.8406169665809768;0.9969512195121951;0.9961385151968112;0.9121338912133892;0.8384615384615385
Datos/Validacion/RoiImg\Mamo_0108.jpg,0.998291015625,0.9757207890743551,0.981679389312977,0.9989827706783648,0.9786910197869102,0.9582712369597616;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0107.jpg;0.99658203125;0.9626297577854671;0.9985642498205313;0.996397838703222;0.9802677942212826;0.9612992398064962
Datos/Validacion/RoiImg\Mamo_0109.jpg,0.98321533203125,0.6318607764390897,1.0,0.98271744595274,0.7744052502050861,0.6318607764390897;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0108.jpg;0.998291015625;0.9757207890743551;0.981679389312977;0.9989827706783648;0.9786910197869102;0.9582712369597616
Datos/Validacion/RoiImg\Mamo_011.jpg,0.900390625,0.9846760070052539,0.7422442244224422,0.9932196822936846,0.8464433571697403,0.7337683523654159;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0109.jpg;0.98321533203125;0.6318607764390897;1.0;0.98271744595274;0.7744052502050861;0.6318607764390897
Datos/Validacion/RoiImg\Mamo_0110.jpg,0.99517822265625,0.9576897246474144,0.9889042995839112,0.9957836969615848,0.9730467417263733,0.9475083056478405;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_011.jpg;0.900390625;0.9846760070052539;0.7422442244224422;0.9932196822936846;0.8464433571697403;0.7337683523654159
Datos/Validacion/RoiImg\Mamo_0111.jpg,0.996337890625,0.951715374841169,0.9714656290531777,0.9975661307884455,0.9614890885750963,0.9258343634116193;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0110.jpg;0.99517822265625;0.9576897246474144;0.9889042995839112;0.9957836969615848;0.9730467417263733;0.9475083056478405
Datos/Validacion/RoiImg\Mamo_0112.jpg,0.98779296875,0.8134920634920635,0.9855769230769231,0.9879115226337448,0.8913043478260869,0.803921568627451;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0111.jpg;0.996337890625;0.951715374841169;0.9714656290531777;0.9975661307884455;0.9614890885750963;0.9258343634116193
Datos/Validacion/RoiImg\Mamo_0113.jpg,0.99859619140625,0.989010989010989,0.9752321981424149,0.9995552166730207,0.9820732657833203,0.9647779479326187;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0112.jpg;0.98779296875;0.8134920634920635;0.9855769230769231;0.9879115226337448;0.8913043478260869;0.803921568627451
Datos/Validacion/RoiImg\Mamo_0114.jpg,0.8057861328125,0.07928240740740741,1.0,0.8024829298572316,0.14691689008042896,0.07928240740740741;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0113.jpg;0.99859619140625;0.989010989010989;0.9752321981424149;0.9995552166730207;0.9820732657833203;0.9647779479326187
Datos/Validacion/RoiImg\Mamo_0115.jpg,0.9971923828125,0.9179954441913439,0.9757869249394673,0.9977459144699768,0.9460093896713615,0.8975501113585747;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0114.jpg;0.8057861328125;0.07928240740740741;1.0;0.8024829298572316;0.14691689008042896;0.07928240740740741
Datos/Validacion/RoiImg\Mamo_0116.jpg,0.99688720703125,0.8893805309734514,0.9975186104218362,0.9968712846505225,0.9403508771929825,0.8874172185430463;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0115.jpg;0.9971923828125;0.9179954441913439;0.9757869249394673;0.9977459144699768;0.9460093896713615;0.8975501113585747
Datos/Validacion/RoiImg\Mamo_0117.jpg,0.99737548828125,0.8922305764411027,1.0,0.9973171949089094,0.9430463576158941,0.8922305764411027;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0116.jpg;0.99688720703125;0.8893805309734514;0.9975186104218362;0.9968712846505225;0.9403508771929825;0.8874172185430463
Datos/Validacion/RoiImg\Mamo_0118.jpg,0.991943359375,0.9636803874092009,0.9567307692307693,0.9959239130434783,0.9601930036188179,0.9234338747099768;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0117.jpg;0.99737548828125;0.8922305764411027;1.0;0.9973171949089094;0.9430463576158941;0.8922305764411027
Datos/Validacion/RoiImg\Mamo_0119.jpg,0.99615478515625,0.9732002101944298,0.9935622317596566,0.9964876033057851,0.9832758162994425,0.9671018276762402;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0118.jpg;0.991943359375;0.9636803874092009;0.9567307692307693;0.9959239130434783;0.9601930036188179;0.9234338747099768
Datos/Validacion/RoiImg\Mamo_012.jpg,0.81109619140625,1.0,0.5713890042930342,1.0,0.7272406803560413,0.5713890042930342;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0119.jpg;0.99615478515625;0.9732002101944298;0.9935622317596566;0.9964876033057851;0.9832758162994425;0.9671018276762402
Datos/Validacion/RoiImg\Mamo_0120.jpg,0.92974853515625,0.9778911564625851,0.6766696087084436,0.995995379283789,0.7998608937576074,0.6664734859461026;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_012.jpg;0.81109619140625;1.0;0.5713890042930342;1.0;0.7272406803560413;0.5713890042930342
Datos/Validacion/RoiImg\Mamo_0121.jpg,0.99493408203125,0.9594017094017094,0.9961175818080976,0.9947877374665661,0.9774149659863945,0.9558275678552421;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0120.jpg;0.92974853515625;0.9778911564625851;0.6766696087084436;0.995995379283789;0.7998608937576074;0.6664734859461026
Datos/Validacion/RoiImg\Mamo_0122.jpg,0.98968505859375,0.9239130434782609,0.9597741707833451,0.9925168704483196,0.9415022499134649,0.8894702419882276;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0121.jpg;0.99493408203125;0.9594017094017094;0.9961175818080976;0.9947877374665661;0.9774149659863945;0.9558275678552421
Datos/Validacion/RoiImg\Mamo_0123.jpg,0.73675537109375,0.1831439393939394,1.0,0.7202438866186677,0.309588602529214,0.1831439393939394;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0122.jpg;0.98968505859375;0.9239130434782609;0.9597741707833451;0.9925168704483196;0.9415022499134649;0.8894702419882276
Datos/Validacion/RoiImg\Mamo_0124.jpg,0.9039306640625,0.9039506172839507,0.7554684275691291,0.9662853180793899,0.82306654676259,0.699331423113658;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0123.jpg;0.73675537109375;0.1831439393939394;1.0;0.7202438866186677;0.309588602529214;0.1831439393939394
Datos/Validacion/RoiImg\Mamo_0125.jpg,0.99346923828125,0.9700665188470067,0.9706045479755963,0.9962965503051917,0.9703354588300527,0.942380183091007;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0124.jpg;0.9039306640625;0.9039506172839507;0.7554684275691291;0.9662853180793899;0.82306654676259;0.699331423113658
Datos/Validacion/RoiImg\Mamo_0126.jpg,0.99365234375,0.957350272232305,0.9952830188679245,0.9934099831744251,0.9759481961147086,0.953026196928636;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0125.jpg;0.99346923828125;0.9700665188470067;0.9706045479755963;0.9962965503051917;0.9703354588300527;0.942380183091007
Datos/Validacion/RoiImg\Mamo_0127.jpg,0.99432373046875,0.9377093101138647,1.0,0.9937933796049119,0.9678534393363291,0.9377093101138647;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0126.jpg;0.99365234375;0.957350272232305;0.9952830188679245;0.9934099831744251;0.9759481961147086;0.953026196928636
Datos/Validacion/RoiImg\Mamo_0128.jpg,0.88507080078125,0.4209872710338404,0.9868995633187773,0.8757495003331113,0.5902067464635473,0.4186477307811053;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0127.jpg;0.99432373046875;0.9377093101138647;1.0;0.9937933796049119;0.9678534393363291;0.9377093101138647
Datos/Validacion/RoiImg\Mamo_0129.jpg,0.9957275390625,0.93419740777667,0.9957492029755579,0.9957262189988991,0.9639917695473251,0.9304865938430983;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0128.jpg;0.88507080078125;0.4209872710338404;0.9868995633187773;0.8757495003331113;0.5902067464635473;0.4186477307811053
Datos/Validacion/RoiImg\Mamo_013.jpg,0.8048095703125,0.9932840832773674,0.701413259982927,0.9914398219482965,0.8222148098732488,0.698102520532427;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0129.jpg;0.9957275390625;0.93419740777667;0.9957492029755579;0.9957262189988991;0.9639917695473251;0.9304865938430983
Datos/Validacion/RoiImg\Mamo_0130.jpg,0.99468994140625,0.907103825136612,0.9975961538461539,0.9945344650205762,0.9502003434459073,0.9051254089422028;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_013.jpg;0.8048095703125;0.9932840832773674;0.701413259982927;0.9914398219482965;0.8222148098732488;0.698102520532427
Datos/Validacion/RoiImg\Mamo_0131.jpg,0.9952392578125,0.9227166276346604,0.985,0.9957648870636551,0.9528415961305925,0.9099307159353349;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0130.jpg;0.99468994140625;0.907103825136612;0.9975961538461539;0.9945344650205762;0.9502003434459073;0.9051254089422028
Datos/Validacion/RoiImg\Mamo_0132.jpg,0.9852294921875,0.8440721649484536,1.0,0.9839458670558577,0.9154437456324249,0.8440721649484536;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0131.jpg;0.9952392578125;0.9227166276346604;0.985;0.9957648870636551;0.9528415961305925;0.9099307159353349
Datos/Validacion/RoiImg\Mamo_0133.jpg,0.99041748046875,0.9071472205253512,0.9966442953020134,0.9897945481401906,0.9497921330348577,0.9043848964677222;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0132.jpg;0.9852294921875;0.8440721649484536;1.0;0.9839458670558577;0.9154437456324249;0.8440721649484536
Datos/Validacion/RoiImg\Mamo_0134.jpg,0.9088134765625,0.7788429752066116,0.9679539852095317,0.8838138242445294,0.8631617512364902,0.7592652271994844;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0133.jpg;0.99041748046875;0.9071472205253512;0.9966442953020134;0.9897945481401906;0.9497921330348577;0.9043848964677222
Datos/Validacion/RoiImg\Mamo_0135.jpg,0.9952392578125,0.9570552147239264,0.9894291754756871,0.995790177079853,0.972972972972973,0.9473684210526315;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0134.jpg;0.9088134765625;0.7788429752066116;0.9679539852095317;0.8838138242445294;0.8631617512364902;0.7592652271994844
Datos/Validacion/RoiImg\Mamo_0136.jpg,0.9879150390625,0.8098039215686275,0.9951807228915662,0.9875273241609875,0.892972972972973,0.806640625;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0135.jpg;0.9952392578125;0.9570552147239264;0.9894291754756871;0.995790177079853;0.972972972972973;0.9473684210526315
Datos/Validacion/RoiImg\Mamo_0137.jpg,0.99676513671875,0.9428918590522479,0.9923273657289002,0.9969875656967055,0.9669781931464174,0.9360675512665863;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0136.jpg;0.9879150390625;0.8098039215686275;0.9951807228915662;0.9875273241609875;0.892972972972973;0.806640625
Datos/Validacion/RoiImg\Mamo_0138.jpg,0.97802734375,0.7540751240255138,0.9879294336118849,0.9773306330437055,0.8553054662379421,0.7471910112359551;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0137.jpg;0.99676513671875;0.9428918590522479;0.9923273657289002;0.9969875656967055;0.9669781931464174;0.9360675512665863
Datos/Validacion/RoiImg\Mamo_0139.jpg,0.98974609375,0.9178247734138972,0.9793681495809156,0.9908312546349356,0.9475982532751092,0.9004149377593361;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0138.jpg;0.97802734375;0.7540751240255138;0.9879294336118849;0.9773306330437055;0.8553054662379421;0.7471910112359551
Datos/Validacion/RoiImg\Mamo_014.jpg,0.77593994140625,0.3977395048439182,0.8759383642828922,0.7576698188118097,0.5470697100555213,0.3765285326086957;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0139.jpg;0.98974609375;0.9178247734138972;0.9793681495809156;0.9908312546349356;0.9475982532751092;0.9004149377593361
Datos/Validacion/RoiImg\Mamo_0140.jpg,0.9951171875,0.9431818181818182,1.0,0.9946865037194474,0.9707602339181286,0.9431818181818182;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_014.jpg;0.77593994140625;0.3977395048439182;0.8759383642828922;0.7576698188118097;0.5470697100555213;0.3765285326086957
Datos/Validacion/RoiImg\Mamo_0141.jpg,0.99493408203125,0.9193227091633466,0.9978378378378379,0.994760333786144,0.9569725246241576,0.9174950298210736;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0140.jpg;0.9951171875;0.9431818181818182;1.0;0.9946865037194474;0.9707602339181286;0.9431818181818182
Datos/Validacion/RoiImg\Mamo_0142.jpg,0.99163818359375,0.9398331137461572,1.0,0.9903819151923617,0.9689834729454381,0.9398331137461572;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0141.jpg;0.99493408203125;0.9193227091633466;0.9978378378378379;0.994760333786144;0.9569725246241576;0.9174950298210736
Datos/Validacion/RoiImg\Mamo_0143.jpg,0.991455078125,0.9262536873156342,0.9905362776025236,0.9915534833434692,0.9573170731707317,0.9181286549707602;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0142.jpg;0.99163818359375;0.9398331137461572;1.0;0.9903819151923617;0.9689834729454381;0.9398331137461572
Datos/Validacion/RoiImg\Mamo_0144.jpg,0.99176025390625,0.947117296222664,0.9991610738255033,0.9905,0.9724433557868953,0.9463647199046484;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0143.jpg;0.991455078125;0.9262536873156342;0.9905362776025236;0.9915534833434692;0.9573170731707317;0.9181286549707602
Datos/Validacion/RoiImg\Mamo_0145.jpg,0.968994140625,0.8184591914569032,0.9853076216712581,0.966493031113614,0.8941666666666667,0.8085908063300679;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0144.jpg;0.99176025390625;0.947117296222664;0.9991610738255033;0.9905;0.9724433557868953;0.9463647199046484
Datos/Validacion/RoiImg\Mamo_0146.jpg,0.9541015625,0.7593085106382979,0.9878892733564014,0.9485503126776578,0.8586466165413534,0.7523056653491436;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0145.jpg;0.968994140625;0.8184591914569032;0.9853076216712581;0.966493031113614;0.8941666666666667;0.8085908063300679
Datos/Validacion/RoiImg\Mamo_0147.jpg,0.93310546875,0.5531301482701813,0.9918759231905465,0.9278110445775116,0.7102062400846113,0.5506355063550635;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0146.jpg;0.9541015625;0.7593085106382979;0.9878892733564014;0.9485503126776578;0.8586466165413534;0.7523056653491436
Datos/Validacion/RoiImg\Mamo_0148.jpg,0.9736328125,0.8590121033693163,0.9996193376475067,0.9686704950207167,0.9239971850809289,0.8587311968606932;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0147.jpg;0.93310546875;0.5531301482701813;0.9918759231905465;0.9278110445775116;0.7102062400846113;0.5506355063550635
Datos/Validacion/RoiImg\Mamo_0149.jpg,0.99554443359375,0.8760611205432938,1.0,0.9953995462566171,0.9339366515837104,0.8760611205432938;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0148.jpg;0.9736328125;0.8590121033693163;0.9996193376475067;0.9686704950207167;0.9239971850809289;0.8587311968606932
Datos/Validacion/RoiImg\Mamo_015.jpg,0.6339111328125,0.6784584411849295,0.32587373946677717,0.877747402952433,0.4402762224710713,0.28227832954409476;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0149.jpg;0.99554443359375;0.8760611205432938;1.0;0.9953995462566171;0.9339366515837104;0.8760611205432938
Datos/Validacion/RoiImg\Mamo_0150.jpg,0.912841796875,0.3811188811188811,0.9864253393665159,0.9086451612903226,0.5498108448928121,0.3791304347826087;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_015.jpg;0.6339111328125;0.6784584411849295;0.32587373946677717;0.877747402952433;0.4402762224710713;0.28227832954409476
Datos/Validacion/RoiImg\Mamo_0151.jpg,0.97821044921875,0.872,0.990909090909091,0.9761261901378429,0.9276595744680851,0.8650793650793651;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0150.jpg;0.912841796875;0.3811188811188811;0.9864253393665159;0.9086451612903226;0.5498108448928121;0.3791304347826087
Datos/Validacion/RoiImg\Mamo_0152.jpg,0.99261474609375,0.9525423728813559,0.945332211942809,0.9963145771635407,0.9489235964542001,0.9028112449799197;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0151.jpg;0.97821044921875;0.872;0.990909090909091;0.9761261901378429;0.9276595744680851;0.8650793650793651
Datos/Validacion/RoiImg\Mamo_0153.jpg,0.99676513671875,0.9696969696969697,0.9936485532815809,0.997060199104697,0.9815266643429766,0.9637234770704997;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0152.jpg;0.99261474609375;0.9525423728813559;0.945332211942809;0.9963145771635407;0.9489235964542001;0.9028112449799197
Datos/Validacion/RoiImg\Mamo_0154.jpg,0.9947509765625,0.9630650496141124,0.9892412231030577,0.9954166096593241,0.975977653631285,0.9530823786142935;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0153.jpg;0.99676513671875;0.9696969696969697;0.9936485532815809;0.997060199104697;0.9815266643429766;0.9637234770704997
Datos/Validacion/RoiImg\Mamo_0155.jpg,0.99664306640625,0.9629629629629629,0.9904761904761905,0.9971107754941231,0.9765258215962441,0.9541284403669725;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0154.jpg;0.9947509765625;0.9630650496141124;0.9892412231030577;0.9954166096593241;0.975977653631285;0.9530823786142935
Datos/Validacion/RoiImg\Mamo_0156.jpg,0.7979736328125,0.26264201381153934,1.0,0.7823084511673791,0.4160197600564573,0.26264201381153934;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0155.jpg;0.99664306640625;0.9629629629629629;0.9904761904761905;0.9971107754941231;0.9765258215962441;0.9541284403669725
Datos/Validacion/RoiImg\Mamo_016.jpg,0.85015869140625,0.877292381094379,0.7828632251197446,0.9071944068561119,0.8273922519862195,0.7056001918695287;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_0156.jpg;0.7979736328125;0.26264201381153934;1.0;0.7823084511673791;0.4160197600564573;0.26264201381153934
Datos/Validacion/RoiImg\Mamo_017.jpg,0.93280029296875,0.7706879361914257,0.706904435299497,0.9675987884764387,0.7374195087049845,0.5840574234982999;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_016.jpg;0.85015869140625;0.877292381094379;0.7828632251197446;0.9071944068561119;0.8273922519862195;0.7056001918695287
Datos/Validacion/RoiImg\Mamo_018.jpg,0.80999755859375,0.6709464416727806,0.9285835166694872,0.7431026252983294,0.7790161141477958,0.6380232558139535;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_017.jpg;0.93280029296875;0.7706879361914257;0.706904435299497;0.9675987884764387;0.7374195087049845;0.5840574234982999
Datos/Validacion/RoiImg\Mamo_019.jpg,0.87127685546875,0.9379084967320261,0.5041405269761606,0.9892733284942334,0.6557858658397258,0.4878581835842642;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_018.jpg;0.80999755859375;0.6709464416727806;0.9285835166694872;0.7431026252983294;0.7790161141477958;0.6380232558139535
Datos/Validacion/RoiImg\Mamo_02.jpg,0.8333740234375,0.8733869937396193,0.797201166180758,0.8730951466256883,0.8335568833069138,0.7146142588333682;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_019.jpg;0.87127685546875;0.9379084967320261;0.5041405269761606;0.9892733284942334;0.6557858658397258;0.4878581835842642
Datos/Validacion/RoiImg\Mamo_020.jpg,0.743408203125,0.5166441745389114,0.5278033088235294,0.8213929521276596,0.522164128210957,0.35333025688355635;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_02.jpg;0.8333740234375;0.8733869937396193;0.797201166180758;0.8730951466256883;0.8335568833069138;0.7146142588333682
Datos/Validacion/RoiImg\Mamo_021.jpg,0.68255615234375,0.7811176114585435,0.4847270906359539,0.8707717960933778,0.5982232522209348,0.4267607186156729;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_020.jpg;0.743408203125;0.5166441745389114;0.5278033088235294;0.8213929521276596;0.522164128210957;0.35333025688355635
Datos/Validacion/RoiImg\Mamo_022.jpg,0.93212890625,0.8722768798313423,0.9280373831775701,0.9341127424324814,0.8992936062307553,0.8170149744939937;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_021.jpg;0.68255615234375;0.7811176114585435;0.4847270906359539;0.8707717960933778;0.5982232522209348;0.4267607186156729
Datos/Validacion/RoiImg\Mamo_023.jpg,0.58685302734375,0.8454590244703564,0.46902332361516036,0.8259985207100592,0.6033401699384705,0.43198791642191825;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_022.jpg;0.93212890625;0.8722768798313423;0.9280373831775701;0.9341127424324814;0.8992936062307553;0.8170149744939937
Datos/Validacion/RoiImg\Mamo_024.jpg,0.9359130859375,0.8126626192541196,0.9527198779867819,0.9306024096385542,0.8771355019892347,0.7811588161734055;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_023.jpg;0.58685302734375;0.8454590244703564;0.46902332361516036;0.8259985207100592;0.6033401699384705;0.43198791642191825
Datos/Validacion/RoiImg\Mamo_025.jpg,0.5086669921875,0.7836653386454183,0.36098366672784,0.8020415603353992,0.49428320140721194,0.3282710280373832;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_024.jpg;0.9359130859375;0.8126626192541196;0.9527198779867819;0.9306024096385542;0.8771355019892347;0.7811588161734055
Datos/Validacion/RoiImg\Mamo_026.jpg,0.77435302734375,0.7895138712140494,0.7522735540196435,0.7967309819343739,0.7704439615026389,0.6266033733966266;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_025.jpg;0.5086669921875;0.7836653386454183;0.36098366672784;0.8020415603353992;0.49428320140721194;0.3282710280373832
Datos/Validacion/RoiImg\Mamo_027.jpg,0.67950439453125,0.6123326169614812,0.5603630862329804,0.7600777573153263,0.5851963030255154,0.41362367392518146;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_026.jpg;0.77435302734375;0.7895138712140494;0.7522735540196435;0.7967309819343739;0.7704439615026389;0.6266033733966266
Datos/Validacion/RoiImg\Mamo_028.jpg,0.9249267578125,0.8380528902410485,0.8693857732459335,0.9435792906644924,0.8534318398474738,0.7443358969029308;;;;;;;;;;;;;;Datos/Validacion/RoiImg\Mamo_027.jpg;0.67950439453125;0.6123326169614812;0.5603630862329804;0.7600777573153263;0.5851963030255154;0.41362367392518146
